region_id,Persons_Total_Has_need_for_assistance,Persons_Total_Does_not_have_need_for_assistance,Persons_Total_Need_for_assistance_not_stated,Persons_Total_Total
5120701,6,281,11,298
5120702,10,111,0,121
5120703,13,436,15,464
5120704,9,342,6,357
5120705,34,449,21,504
5120706,7,261,44,312
5120707,10,240,6,256
5120708,6,142,0,148
5120709,29,465,15,509
5120710,27,158,6,191
5120711,20,347,40,407
5120801,6,193,7,206
5120802,12,177,28,217
5120803,9,245,10,264
5120804,0,343,76,419
5120805,12,688,47,747
5120806,3,18,6,27
5120807,6,136,15,157
5120808,0,223,55,278
5120809,12,415,40,467
5120810,16,429,59,504
5120811,13,875,51,939
5120812,0,119,19,138
5120813,0,94,7,101
5120814,12,535,57,604
5120815,14,699,80,793
5120816,10,548,99,657
5120817,6,602,139,747
5120818,3,479,64,546
5120901,9,296,40,345
5120902,6,574,12,592
5120903,6,316,12,334
5120904,12,229,0,241
5120905,3,263,21,287
5120906,9,235,31,275
5120907,0,165,3,168
5121001,15,440,37,492
5121002,24,260,18,302
5121003,6,245,16,267
5121004,21,432,21,474
5121005,13,257,9,279
5121006,18,338,27,383
5121007,15,445,24,484
5121008,52,293,31,376
5121009,35,265,30,330
5121010,13,262,12,287
5121011,12,431,23,466
5121012,117,155,12,284
5121013,20,524,19,563
5121014,14,457,18,489
5121015,94,321,42,457
5121016,3,202,19,224
5121017,32,445,59,536
5121018,20,467,16,503
5121019,44,407,48,499
5121020,30,331,5,366
5121021,21,357,19,397
5121022,27,423,31,481
5121023,0,0,0,0
5121024,3,3,0,6
5121025,25,337,17,379
5121026,12,334,15,361
5121027,33,381,68,482
5121028,18,282,20,320
5121029,12,268,44,324
5121030,12,417,30,459
5121031,3,127,18,148
5121032,9,379,47,435
5121033,23,435,31,489
5121101,17,632,27,676
5121102,19,491,38,548
5121103,15,177,24,216
5121104,19,468,43,530
5121105,26,529,94,649
5121106,24,229,79,332
5121107,15,230,55,300
5121108,6,405,12,423
5121109,26,462,50,538
5121110,3,260,0,263
5121111,17,362,8,387
5121112,6,245,17,268
5121113,9,464,9,482
5121114,6,422,9,437
5121115,20,377,16,413
5121116,9,335,9,353
5121117,27,355,47,429
5121118,9,203,295,507
5121201,6,384,27,417
5121202,6,240,11,257
5121203,4,448,22,474
5121204,22,388,17,427
5121205,15,177,3,195
5121206,8,392,15,415
5121207,12,348,15,375
5121208,10,591,24,625
5121209,0,341,21,362
5121210,3,273,12,288
5121211,9,411,9,429
5121212,15,330,3,348
5121213,9,325,6,340
5121214,15,334,24,373
5121215,4,193,9,206
5121216,9,349,12,370
5121217,8,331,15,354
5121218,3,216,19,238
5121301,6,417,24,447
5121302,8,493,12,513
5121303,9,484,20,513
5121304,4,323,13,340
5121305,7,406,19,432
5121306,19,419,18,456
5121307,9,353,37,399
5121308,15,555,56,626
5121309,6,457,30,493
5121310,14,384,28,426
5121311,6,503,21,530
5121312,9,421,16,446
5121313,11,525,21,557
5121314,12,261,18,291
5121315,14,454,29,497
5121316,21,668,28,717
5121317,0,219,12,231
5121318,9,368,28,405
5121319,12,471,15,498
5121320,6,330,6,342
5121401,3,149,3,155
5121402,21,476,35,532
5121403,0,0,0,0
5121404,21,487,34,542
5121405,15,423,17,455
5121406,21,359,41,421
5121407,21,328,29,378
5121408,8,394,21,423
5121409,10,284,25,319
5121410,16,310,13,339
5121501,9,95,11,115
5121502,0,73,3,76
5121503,19,396,86,501
5121504,10,149,77,236
5121505,3,73,0,76
5121506,7,275,9,291
5121507,6,316,82,404
5121508,10,180,37,227
5121509,24,480,27,531
5121510,6,648,136,790
5121511,3,451,111,565
5121512,0,30,11,41
5121513,3,88,14,105
5121514,0,90,26,116
5121601,27,323,41,391
5121602,20,358,29,407
5121603,21,203,21,245
5121604,6,228,6,240
5121605,3,173,9,185
5121606,12,251,27,290
5121607,12,251,15,278
5121608,0,128,12,140
5121609,3,100,15,118
5121610,9,642,69,720
5121611,4,199,0,203
5121612,3,220,3,226
5121613,6,148,6,160
5121614,3,289,0,292
5121615,11,335,9,355
5121616,9,212,35,256
5121701,9,114,9,132
5121702,0,28,6,34
5121703,12,194,9,215
5121704,17,162,9,188
5121705,22,331,17,370
5121706,3,161,24,188
5121707,15,279,15,309
5121708,13,258,6,277
5121709,12,302,15,329
5121710,6,222,6,234
5121711,19,270,19,308
5121712,6,345,18,369
5121713,13,257,18,288
5121714,15,289,34,338
5121715,6,190,15,211
5121716,23,427,30,480
5121717,27,387,27,441
5121718,10,347,3,360
5121719,0,3,0,3
5121720,16,298,43,357
5121721,0,154,19,173
5121722,3,175,6,184
5121801,0,379,11,390
5121802,0,369,24,393
5121803,3,545,17,565
5121804,3,302,33,338
5121805,3,357,38,398
5121806,9,613,31,653
5121807,7,1656,666,2329
5121808,6,555,28,589
5121809,9,460,17,486
5121810,0,434,15,449
5121811,0,355,20,375
5121812,3,1307,402,1712
5121813,0,611,40,651
5121814,13,564,87,664
5121901,9,157,11,177
5121902,9,147,0,156
5121903,0,3,3,6
5121904,3,122,6,131
5121905,13,294,48,355
5121906,4,16,3,23
5121907,0,182,26,208
5121908,3,98,6,107
5121909,3,112,100,215
5121910,6,61,16,83
5121911,6,769,110,885
5121912,3,164,7,174
5121913,9,1350,490,1849
5121914,0,64,6,70
5121915,0,1014,317,1331
5121916,3,570,233,806
5121917,7,849,306,1162
5122001,3,353,43,399
5122002,0,396,84,480
5122003,0,194,63,257
5122004,0,122,66,188
5122005,3,193,35,231
5122006,0,303,38,341
5122007,0,0,3,3
5122008,3,7,0,10
5122009,6,336,125,467
5122010,3,1116,103,1222
5122011,0,251,51,302
5122012,4,244,80,328
5122013,0,440,63,503
5122014,0,256,76,332
5122015,0,4,0,4
5122016,0,458,404,862
5122017,6,838,148,992
5122018,3,276,104,383
5122019,6,159,54,219
5122020,3,301,102,406
5122021,7,248,54,309
5122022,0,257,51,308
5122023,3,195,47,245
5122024,3,323,107,433
5122025,6,219,36,261
5122026,0,312,148,460
5122027,3,141,31,175
5122028,6,368,82,456
5122029,3,286,52,341
5122030,0,238,33,271
5122031,3,215,48,266
5122032,3,152,28,183
5122033,3,429,98,530
5122034,9,270,49,328
5122035,3,176,88,267
5122036,6,537,68,611
5122037,9,256,58,323
5122038,0,377,56,433
5122039,11,537,54,602
5122040,9,230,48,287
5122041,3,293,59,355
5122042,3,394,109,506
5122043,0,454,144,598
5122101,0,4,0,4
5122102,3,179,54,236
5122103,3,336,207,546
5122104,3,421,107,531
5122105,6,314,120,440
5122106,3,364,31,398
5122107,0,0,0,0
5122108,0,0,0,0
5122109,0,321,36,357
5122110,0,423,79,502
5122111,0,314,73,387
5122112,6,367,70,443
5122113,0,309,75,384
5122114,3,297,106,406
5122115,3,378,54,435
5122116,0,375,34,409
5122117,0,0,0,0
5122201,0,0,0,0
5122202,0,481,89,570
5122203,9,358,30,397
5122204,6,372,88,466
5122205,6,82,0,88
5122206,0,93,73,166
5122207,9,457,158,624
5122208,6,415,38,459
5122209,0,193,117,310
5122210,9,199,83,291
5122211,6,481,109,596
5122212,4,130,69,203
5122213,0,197,30,227
5122214,0,0,0,0
5122215,0,0,0,0
5122301,17,174,17,208
5122302,0,0,0,0
5122303,12,189,33,234
5122304,18,300,50,368
5122305,0,284,28,312
5122306,0,233,45,278
5122307,3,253,41,297
5122308,6,189,71,266
5122309,3,372,115,490
5122310,0,338,88,426
5122311,0,270,46,316
5122312,0,242,56,298
5122313,9,977,734,1720
5122314,9,275,54,338
5122315,0,146,41,187
5122316,0,0,0,0
5122317,0,40,37,77
5122318,0,360,241,601
5122401,0,22,0,22
5122402,0,247,92,339
5122403,51,103,69,223
5122404,0,82,35,117
5122405,6,257,79,342
5122406,0,172,87,259
5122407,3,383,103,489
5122408,6,270,72,348
5122409,3,213,93,309
5122410,0,0,0,0
5122411,4,514,86,604
5122412,6,536,38,580
5122413,6,399,52,457
5122414,4,510,153,667
5122415,11,324,69,404
5122416,0,421,113,534
5122417,12,280,150,442
5122418,12,291,114,417
5122419,9,315,119,443
5122420,3,245,54,302
5122421,0,281,92,373
5122422,9,454,59,522
5122423,9,404,121,534
5122424,3,254,38,295
5122425,13,271,77,361
5122501,11,473,19,503
5122502,8,234,9,251
5122503,15,381,9,405
5122504,42,308,14,364
5122505,37,596,21,654
5122506,17,314,14,345
5122507,11,271,7,289
5122508,12,292,6,310
5122509,34,496,21,551
5122510,48,303,24,375
5122511,31,347,30,408
5122512,94,381,5,480
5122513,69,215,18,302
5122514,18,387,22,427
5122515,19,546,16,581
5122516,12,312,21,345
5122517,10,323,28,361
5122518,24,342,26,392
5122519,30,507,19,556
5122520,9,181,10,200
5122521,29,576,20,625
5122522,49,342,13,404
5122523,32,479,15,526
5122524,27,599,13,639
5122525,6,234,9,249
5122526,79,293,15,387
5122527,95,201,13,309
5122528,24,175,6,205
5122529,6,165,4,175
5122530,33,400,18,451
5122531,0,10,0,10
5122532,9,267,3,279
5122533,17,443,46,506
5122534,23,298,8,329
5122535,9,328,9,346
5122536,5,114,0,119
5122601,6,293,22,321
5122602,11,435,20,466
5122603,0,287,9,296
5122604,0,250,0,250
5122605,11,317,9,337
5122606,9,268,0,277
5122607,9,322,24,355
5122608,12,245,17,274
5122609,9,240,12,261
5122610,3,153,0,156
5122701,6,229,6,241
5122702,16,514,23,553
5122703,19,336,0,355
5122704,0,237,9,246
5122705,35,431,19,485
5122706,21,394,18,433
5122707,0,34,0,34
5122708,15,458,24,497
5122709,24,272,24,320
5122710,9,284,34,327
5122711,15,344,6,365
5122712,7,375,16,398
5122801,18,238,9,265
5122802,16,275,15,306
5122803,0,0,0,0
5122804,0,0,0,0
5122805,0,0,0,0
5122806,7,236,8,251
5122807,20,168,9,197
5122808,19,157,9,185
5122809,0,327,9,336
5122810,9,267,11,287
5122811,6,245,15,266
5122812,13,325,18,356
5122813,0,163,4,167
5122814,24,341,53,418
5122815,27,243,15,285
5122816,3,255,3,261
5122817,15,268,12,295
5122818,18,215,12,245
5122819,22,234,14,270
5122820,12,422,6,440
5122821,12,324,24,360
5122901,0,177,7,184
5122902,9,228,3,240
5122903,6,260,9,275
5122904,0,259,6,265
5122905,3,206,7,216
5122906,6,327,31,364
5122907,3,196,8,207
5122908,9,223,6,238
5122909,22,323,16,361
5122910,0,216,24,240
5122911,15,220,18,253
5123001,17,427,24,468
5123002,9,222,12,243
5123003,29,287,12,328
5123004,7,283,16,306
5123005,17,311,18,346
5123006,5,227,8,240
5123007,6,267,9,282
5123008,6,313,28,347
5123009,6,420,9,435
5123010,17,386,15,418
5123011,6,211,24,241
5123012,21,241,13,275
5123013,43,340,21,404
5123014,13,238,19,270
5123101,11,242,13,266
5123102,13,423,22,458
5123103,0,324,28,352
5123104,15,313,24,352
5123105,3,268,15,286
5123106,15,211,4,230
5123107,7,247,21,275
5123108,34,519,7,560
5123109,21,521,27,569
5123110,0,176,3,179
5123111,6,248,3,257
5123112,3,153,6,162
5123113,0,240,9,249
5123201,15,247,12,274
5123202,0,262,11,273
5123203,12,388,3,403
5123204,6,289,12,307
5123205,6,254,27,287
5123206,16,325,0,341
5123207,6,216,3,225
5123208,3,329,21,353
5123209,5,218,9,232
5123210,0,51,305,356
5123211,9,212,3,224
5123301,18,363,23,404
5123302,18,418,18,454
5123303,8,261,6,275
5123304,3,254,26,283
5123305,15,534,36,585
5123306,7,381,21,409
5123307,15,202,22,239
5123308,23,546,30,599
5123309,24,496,18,538
5123310,21,370,15,406
5123311,41,357,24,422
5123312,18,453,33,504
5123313,18,238,19,275
5123314,37,1220,29,1286
5123315,30,387,33,450
5123316,23,237,21,281
5123317,40,383,40,463
5123318,21,343,11,375
5123319,19,385,31,435
5123320,18,433,15,466
5123321,8,288,12,308
5123401,0,237,14,251
5123402,9,245,10,264
5123403,8,232,10,250
5123404,7,314,29,350
5123405,3,125,6,134
5123406,39,170,14,223
5123407,15,371,24,410
5123408,12,222,15,249
5123409,12,228,18,258
5123410,15,204,18,237
5123411,15,285,6,306
5123412,18,408,38,464
5123413,19,356,22,397
5123414,28,324,35,387
5123415,17,306,21,344
5123416,9,252,107,368
5123501,0,0,0,0
5123601,6,196,23,225
5123602,4,236,9,249
5123603,7,299,29,335
5123604,13,395,16,424
5123605,6,238,15,259
5123606,6,308,24,338
5123607,15,709,42,766
5123608,6,253,9,268
5123609,9,501,17,527
5123610,20,459,26,505
5123611,12,231,12,255
5123612,12,252,24,288
5123701,21,138,9,168
5123702,0,217,16,233
5123703,18,249,6,273
5123704,25,330,18,373
5123705,70,450,36,556
5123706,6,291,18,315
5123707,6,382,9,397
5123708,36,607,37,680
5123709,4,301,6,311
5123710,15,243,12,270
5123711,15,330,14,359
5123801,22,348,24,394
5123802,16,347,28,391
5123803,42,475,13,530
5123804,9,413,42,464
5123805,24,253,38,315
5123806,0,163,0,163
5123807,13,247,10,270
5123808,3,294,6,303
5123809,25,330,15,370
5123810,11,292,0,303
5123811,9,192,6,207
5123812,0,336,6,342
5123901,15,173,21,209
5123902,12,238,18,268
5123903,9,184,21,214
5123904,13,326,48,387
5123905,28,498,58,584
5123906,6,173,59,238
5123907,13,446,43,502
5123908,11,213,18,242
5123909,9,71,3,83
5123910,18,314,24,356
5123911,3,178,6,187
5123912,25,707,11,743
5123913,8,119,11,138
5123914,6,212,26,244
5123915,4,310,169,483
5123916,6,319,10,335
5123917,24,417,21,462
5123918,18,374,12,404
5123919,23,535,48,606
5123920,28,575,35,638
5123921,9,272,6,287
5123922,6,248,13,267
5124001,32,392,35,459
5124002,40,476,29,545
5124003,22,418,14,454
5124004,10,243,14,267
5124005,22,550,47,619
5124006,18,658,56,732
5124007,28,451,31,510
5124008,9,225,6,240
5124009,6,143,0,149
5124010,6,294,12,312
5124011,12,238,4,254
5124012,0,173,0,173
5124013,3,159,9,171
5124014,3,170,12,185
5124101,4,305,22,331
5124102,9,194,4,207
5124103,15,219,15,249
5124104,15,450,37,502
5124105,26,513,52,591
5124106,0,173,0,173
5124107,3,215,9,227
5124108,18,504,31,553
5124109,4,182,3,189
5124110,6,307,5,318
5124111,0,238,3,241
5124112,12,332,16,360
5124113,18,181,0,199
5124114,6,237,15,258
5124115,9,219,12,240
5124201,4,40,3,47
5124202,3,290,84,377
5124203,9,156,0,165
5124204,10,251,15,276
5124205,7,227,6,240
5124206,4,246,3,253
5124207,11,275,5,291
5124208,6,212,13,231
5124209,23,315,8,346
5124210,9,390,29,428
5124211,10,281,42,333
5124212,0,180,9,189
5124213,0,198,8,206
5124214,3,71,6,80
5124301,24,278,20,322
5124302,32,307,61,400
5124303,6,304,16,326
5124304,13,227,17,257
5124305,59,243,47,349
5124306,9,256,6,271
5124307,13,274,91,378
5124308,32,316,37,385
5124309,9,276,13,298
5124310,24,214,18,256
5124311,9,274,22,305
5124312,6,202,24,232
5124313,27,352,48,427
5124314,21,223,16,260
5124315,29,316,18,363
5124316,15,264,42,321
5124317,14,210,34,258
5124318,22,273,20,315
5124319,22,242,52,316
5124320,8,364,32,404
5124321,17,378,43,438
5124322,22,301,33,356
5124323,7,257,15,279
5124324,0,229,8,237
5124325,13,277,15,305
5124326,12,187,0,199
5124327,4,186,0,190
5124328,9,205,9,223
5124329,12,274,6,292
5124330,16,239,18,273
5124331,21,277,40,338
5124332,4,219,5,228
5124333,6,295,16,317
5124334,0,85,21,106
5124335,9,302,19,330
5124401,24,326,24,374
5124402,27,304,35,366
5124403,14,196,18,228
5124404,20,323,15,358
5124405,3,356,12,371
5124406,12,313,17,342
5124407,21,360,30,411
5124408,9,149,25,183
5124409,12,344,9,365
5124410,6,273,21,300
5124411,21,329,63,413
5124412,10,207,28,245
5124413,15,385,32,432
5124501,23,240,9,272
5124502,30,265,18,313
5124503,22,211,36,269
5124504,26,471,54,551
5124505,3,210,24,237
5124506,23,329,26,378
5124507,25,305,12,342
5124508,29,279,10,318
5124509,15,281,15,311
5124510,13,394,30,437
5124511,15,242,3,260
5124512,18,269,9,296
5124513,3,149,0,152
5124514,12,242,6,260
5124515,12,260,27,299
5124516,15,229,15,259
5124601,16,360,16,392
5124602,10,350,24,384
5124603,15,233,18,266
5124604,9,166,6,181
5124605,4,230,0,234
5124606,9,409,21,439
5124607,14,305,9,328
5124608,22,364,18,404
5124609,23,386,28,437
5124610,66,445,33,544
5124701,0,146,11,157
5124702,3,165,3,171
5124703,3,322,7,332
5124704,0,138,7,145
5124705,6,265,4,275
5124706,9,205,13,227
5124707,6,213,9,228
5124708,9,306,13,328
5124709,6,274,3,283
5124710,18,230,10,258
5124711,9,263,24,296
5124712,3,184,9,196
5124713,3,216,0,219
5124714,6,289,56,351
5124715,18,180,0,198
5124716,6,390,12,408
5124717,24,255,9,288
5124718,6,225,9,240
5124801,9,363,11,383
5124802,5,467,27,499
5124803,13,383,24,420
5124804,9,150,26,185
5124805,0,685,304,989
5124806,3,122,3,128
5124807,9,302,11,322
5124901,9,230,11,250
5124902,21,342,24,387
5124903,3,244,3,250
5124904,6,236,21,263
5124905,36,556,48,640
5124906,6,153,0,159
5124907,3,189,4,196
5124908,19,403,13,435
5124909,3,233,4,240
5124910,10,285,24,319
5124911,61,497,18,576
5124912,21,435,52,508
5124913,59,426,27,512
5125001,18,339,12,369
5125002,16,337,17,370
5125003,19,248,21,288
5125004,5,222,8,235
5125005,49,451,11,511
5125006,11,292,30,333
5125007,7,211,3,221
5125008,6,252,3,261
5125009,7,225,0,232
5125010,12,248,9,269
5125011,14,341,9,364
5125012,12,512,21,545
5125013,14,191,12,217
5125014,0,272,6,278
5125015,9,362,10,381
5949999,199,5803,1295,7297
5979991,0,0,0,0
5979992,3,225,42,270
5979993,3,123,19,145
6100101,15,221,23,259
6100102,36,359,35,430
6100103,21,281,39,341
6100104,9,175,38,222
6100105,28,240,43,311
6100106,9,275,6,290
6100107,11,203,13,227
6100108,38,277,28,343
6100109,25,256,44,325
6100110,25,230,21,276
6100111,30,277,55,362
6100112,30,278,48,356
6100113,27,320,56,403
6100114,37,306,72,415
6100115,24,302,47,373
6100116,15,160,38,213
6100117,19,208,34,261
6100118,35,330,80,445
6100119,31,254,12,297
6100120,46,461,19,526
6100121,20,211,37,268
6100122,21,338,24,383
6100123,6,136,3,145
6100201,27,412,17,456
6100202,15,363,3,381
6100203,13,313,0,326
6100204,15,422,15,452
6100205,23,295,3,321
6100206,27,485,4,516
6100207,31,844,33,908
6100208,22,497,13,532
6100209,39,445,24,508
6100210,12,386,11,409
6100301,0,0,0,0
6100302,16,664,9,689
6100303,19,455,15,489
6100304,3,187,3,193
6100305,9,274,3,286
6100306,96,141,6,243
6100307,12,530,13,555
6100308,19,480,15,514
6100309,20,703,30,753
6100401,0,0,0,0
6100402,17,217,6,240
6100403,0,18,0,18
6100404,20,411,18,449
6100405,8,319,20,347
6100406,17,374,23,414
6100407,6,332,15,353
6100408,6,284,15,305
6100409,21,260,16,297
6100410,35,351,15,401
6100411,6,204,17,227
6100412,34,501,62,597
6100413,19,304,12,335
6100414,15,242,12,269
6100415,20,234,9,263
6100416,8,286,15,309
6100417,33,420,23,476
6100418,9,259,15,283
6100419,9,239,6,254
6100501,12,384,3,399
6100502,0,549,21,570
6100503,3,393,12,408
6100504,12,206,9,227
6100505,12,426,3,441
6100506,5,274,6,285
6100507,0,22,0,22
6100508,7,321,11,339
6100509,0,0,0,0
6100510,17,357,11,385
6100511,37,467,22,526
6100512,3,320,6,329
6100513,16,388,0,404
6100514,9,282,9,300
6100515,4,207,3,214
6100516,12,361,4,377
6100517,12,429,9,450
6100518,15,336,18,369
6100519,6,250,3,259
6100520,7,406,9,422
6100521,9,195,9,213
6100522,0,3,0,3
6100523,0,24,0,24
6100524,0,234,9,243
6100601,15,391,17,423
6100602,21,353,18,392
6100603,11,295,23,329
6100604,16,398,22,436
6100605,15,544,9,568
6100606,27,328,17,372
6100607,20,406,0,426
6100608,6,223,4,233
6100701,3,221,0,224
6100702,41,449,19,509
6100703,24,311,15,350
6100704,12,376,13,401
6100705,25,394,25,444
6100706,18,691,12,721
6100707,27,378,0,405
6100708,24,382,10,416
6100709,15,658,24,697
6100710,30,450,36,516
6100711,25,308,16,349
6100712,20,890,33,943
6100713,11,427,19,457
6100714,10,376,9,395
6100715,14,321,7,342
6100716,21,532,15,568
6100717,18,446,3,467
6100718,12,256,9,277
6100719,18,328,29,375
6100720,10,346,11,367
6100721,6,400,3,409
6100801,24,461,19,504
6100802,34,548,19,601
6100803,6,206,8,220
6100804,30,411,10,451
6100805,28,577,21,626
6100806,25,455,7,487
6100807,15,452,9,476
6100808,19,419,6,444
6100809,142,327,22,491
6100810,20,484,17,521
6100811,177,244,15,436
6100812,13,347,4,364
6100813,9,288,7,304
6100814,3,21,0,24
6100815,12,261,8,281
6100816,6,238,5,249
6100817,23,216,6,245
6100901,21,216,27,264
6100902,12,276,18,306
6100903,31,509,45,585
6100904,15,350,19,384
6100905,9,224,16,249
6100906,114,423,19,556
6100907,0,3,0,3
6100908,21,360,26,407
6100909,72,290,33,395
6100910,0,0,0,0
6100911,50,390,24,464
6100912,12,241,21,274
6100913,55,355,48,458
6100914,33,208,11,252
6101001,34,285,27,346
6101002,17,185,10,212
6101003,29,409,33,471
6101004,3,4,0,7
6101005,16,215,15,246
6101006,39,281,23,343
6101007,25,290,11,326
6101008,8,194,18,220
6101009,0,0,404,404
6101010,18,281,21,320
6101101,19,229,18,266
6101102,19,271,0,290
6101103,25,296,36,357
6101104,29,882,76,987
6101105,17,344,29,390
6101106,21,253,16,290
6101107,12,101,6,119
6101108,35,367,53,455
6101109,31,263,15,309
6101110,19,244,10,273
6101111,0,18,0,18
6101112,18,269,23,310
6101113,28,284,21,333
6101114,32,310,22,364
6101115,15,346,53,414
6101116,15,286,20,321
6101201,9,217,15,241
6101202,9,247,3,259
6101203,9,316,19,344
6101204,9,377,31,417
6101205,21,422,18,461
6101206,12,252,12,276
6101207,6,238,3,247
6101208,9,394,3,406
6101209,0,111,3,114
6101210,11,502,42,555
6101211,3,93,3,99
6101212,12,303,12,327
6101213,21,306,7,334
6101301,24,310,9,343
6101302,18,314,3,335
6101303,23,543,16,582
6101304,9,351,4,364
6101305,0,0,0,0
6101306,18,193,12,223
6101307,0,0,0,0
6101308,0,0,0,0
6101309,9,238,0,247
6101310,5,350,18,373
6101311,21,568,16,605
6101312,28,436,29,493
6101313,10,159,15,184
6101401,10,237,0,247
6101402,27,346,22,395
6101403,27,270,36,333
6101404,30,286,27,343
6101405,16,308,21,345
6101406,22,353,12,387
6101407,26,324,28,378
6101408,18,267,9,294
6101409,32,441,39,512
6101410,10,398,19,427
6101411,15,288,15,318
6101412,9,208,0,217
6101413,12,218,4,234
6101414,12,340,11,363
6101415,45,241,21,307
6101416,0,14,0,14
6101417,53,167,6,226
6101501,13,322,15,350
6101502,36,530,23,589
6101503,0,0,0,0
6101504,13,202,0,215
6101505,92,262,15,369
6101506,21,194,15,230
6101507,35,317,34,386
6101508,49,238,33,320
6101509,22,269,18,309
6101510,54,494,13,561
6101511,28,354,12,394
6101512,36,548,21,605
6101513,8,345,5,358
6101514,12,223,5,240
6101515,19,344,15,378
6101516,18,343,24,385
6101517,30,484,27,541
6101518,24,429,10,463
6101519,37,442,32,511
6101520,30,431,23,484
6101601,20,299,12,331
6101602,0,6,0,6
6101603,23,269,9,301
6101604,26,381,22,429
6101605,22,415,20,457
6101606,18,415,30,463
